Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_10,SMA_20,SMA_50,EMA_20,STD_20,max_20,min_20,RSI_14,MACD,MACD_Signal,MACD_Histogram,ATR_14,vwap,future_return_5d,future_5d_label
2025-02-22 00:00:00+00:00,96134.203125,96950.15625,95765.34375,96577.7578125,18353824477,0.0,0.0,,,,96577.7578125,,,,,0.0,0.0,0.0,1184.8125,96431.0859375,-12.294270978056622,0
2025-02-23 00:00:00+00:00,96577.8046875,96671.875,95270.453125,96273.921875,16999478976,0.0,0.0,,,,96548.82105654763,,,,,-24.237624643879826,-4.847524928775965,-19.39009971510386,1200.2845982142858,96258.4611294683,-12.361513721183908,0
2025-02-24 00:00:00+00:00,96277.9609375,96503.453125,91371.7421875,91418.171875,44046480529,0.0,0.0,,,,96060.18780116213,,,,,-430.3042807079473,-89.93887608461024,-340.3654046233371,1481.1007653061226,94505.10017967234,-5.891889656101264,0
2025-02-25 00:00:00+00:00,91437.1171875,92511.078125,86008.234375,88736.171875,92139104128,0.0,0.0,,,,95362.66247486098,,,,,-957.4926376731455,-263.44962840231733,-694.0430092708282,1839.7966927842567,91593.8751873977,6.211874561441352,1
2025-02-26 00:00:00+00:00,88638.890625,89286.25,82131.8984375,84347.0234375,64597492134,0.0,0.0,,,,94313.5539951123,,,,,-1709.7518509630172,-552.7100729144573,-1157.04177804856,2219.4077549068097,89859.82752081097,2.0375922794400627,1
2025-02-27 00:00:00+00:00,84076.859375,87000.78125,83144.9609375,84704.2265625,52659591954,0.0,0.0,,,,93398.37995391114,,,,,-2251.1495397118997,-892.3979662739458,-1358.751573437954,2336.294366163466,88964.55858620624,2.972660104678587,1
2025-02-28 00:00:00+00:00,84705.625,85036.3203125,78248.9140625,84373.0078125,83610570576,0.0,0.0,,,,92538.82070234818,,,,,-2676.089400814759,-1249.1362531821085,-1426.9531476326504,2654.2309292946466,87525.01569294941,7.408239731586256,1
2025-03-01 00:00:00+00:00,84373.8671875,86522.3046875,83794.234375,86031.9140625,29190628396,0.0,0.0,,,,91919.11530807693,,,,,-2846.1883444045525,-1568.5466714265972,-1277.6416729779553,2659.505170952172,87374.15291856776,4.567854316416918,1
2025-03-02 00:00:00+00:00,86036.2578125,95043.4375,85040.2109375,94248.3515625,58398341092,0.0,0.0,,,,92140.9473323077,,,,,-2291.579245001645,-1713.153186141607,-578.4260588600382,3184.056698919874,87890.83691160288,-7.963725161307115,0
2025-03-03 00:00:00+00:00,94248.421875,94429.75,85081.3046875,86065.671875,70072228536,0.0,0.0,89277.621875,,,91562.34966970696,,,,,-2483.690959913889,-1867.2607408960635,-616.4302190178255,3624.3701713184546,87974.74609049322,0.10331863222905908,1
2025-03-04 00:00:00+00:00,86064.0703125,88911.2734375,81529.2421875,87222.1953125,68095241474,0.0,0.0,88342.065625,,,91149.00163568725,,,,,-2513.6433858717355,-1996.5372698911979,-517.1061159805377,3892.774534081422,87737.14071735345,-7.591136896150913,0
2025-03-05 00:00:00+00:00,87222.953125,90998.2421875,86379.7734375,90623.5625,50498988027,0.0,0.0,87777.0296875,,,91098.95981324084,,,,,-2237.1307429797744,-2044.6559645089133,-192.4747784708611,3944.6098352184636,87861.44687382168,-13.342625434748276,0
2025-03-06 00:00:00+00:00,90622.359375,92804.9375,87852.140625,89961.7265625,47749810486,0.0,0.0,87631.38515625,,,90990.65188459886,,,,,-2047.7914452099503,-2045.2830606491207,-2.508384560829654,4016.623195202859,88022.22068384403,-7.891706724934501,0
2025-03-07 00:00:00+00:00,89963.28125,91191.046875,84717.6796875,86742.671875,65945677657,0.0,0.0,87432.03515625,,,90586.08235987516,,,,,-2132.9027232226654,-2062.8069931638297,-70.09573005883567,4192.10490893837,87981.41282874616,-3.481922374206323,0
2025-03-08 00:00:00+00:00,86742.65625,86847.265625,85247.484375,86154.59375,18206118081,0.0,0.0,87612.7921875,,,90164.03582560134,,,,39.46683061270631,-2222.1909798055713,-2094.683790492178,-127.50718931339316,4006.938933299915,87937.13630464431,-5.905536087563526,0
2025-03-09 00:00:00+00:00,86154.3046875,86471.1328125,80052.484375,80601.0390625,30899345977,0.0,0.0,87202.4734375,,,89253.27422911549,,,,31.942887016955794,-2709.840660406946,-2217.7151644751316,-492.1254959318144,4179.203897885635,87725.33375663757,4.1786837231568725,1
2025-03-10 00:00:00+00:00,80597.1484375,83955.9296875,77420.59375,78532.0,54061099422,0.0,0.0,86618.37265625,,,88232.20049300925,,,,29.673229078614767,-3226.07255007574,-2419.3866415952534,-806.6859084804864,4347.499043572376,87240.90066541651,7.399670675648143,1
2025-03-11 00:00:00+00:00,78523.875,83577.7578125,76624.25,82862.2109375,54702837196,0.0,0.0,86301.40234375,,,87720.77291629408,,,,39.381010369089914,-3248.3334424079803,-2585.176001757799,-663.1574406501813,4533.642527067206,86871.1831473101,-0.34095570743712994,0
2025-03-12 00:00:00+00:00,82857.375,84358.578125,80635.25,83722.359375,40353484454,0.0,0.0,85248.803125,,,87339.97162664704,,,,41.11968558018017,-3160.140437769034,-2700.1688889600464,-459.9715488089878,4475.762926919549,86704.58246909163,0.42202361189728477,1
2025-03-13 00:00:00+00:00,83724.921875,84301.6953125,79931.8515625,81066.703125,31412940153,0.0,0.0,84748.90625,87013.2640625,,86742.51748363304,4985.679964550871,96577.7578125,78532.0,37.539681738239736,-3266.8775801428565,-2813.5106271966088,-453.3669529462477,4468.197271425295,86548.21867270113,2.037577465624855,1
2025-03-14 00:00:00+00:00,81066.9921875,85263.2890625,80797.5625,83969.1015625,29588112414,0.0,0.0,84423.596875,86382.83125,,86478.38263400133,4484.602684276849,96273.921875,78532.0,43.34519125502367,-3081.7438125708723,-2867.157264271462,-214.58654829941042,4468.020792216345,86455.39496783743,3.4359364889149613,1
2025-03-15 00:00:00+00:00,83968.40625,84672.671875,83639.59375,84343.109375,13650491277,0.0,0.0,83795.5515625,85786.290625,,86275.0232760012,3847.973771046138,94248.3515625,78532.0,44.066656238199165,-2871.7410203128093,-2868.0740154797313,-3.6670048330779537,4222.667744558035,86425.89888643994,-0.20856957231427656,0
2025-03-16 00:00:00+00:00,84333.3203125,85051.6015625,82017.90625,82579.6875,21330270174,0.0,0.0,83057.34765625,85344.36640625,,85923.08653542965,3670.5758733282078,94248.3515625,78532.0,41.39033839512925,-2815.154355206774,-2857.4900834251403,42.33572821836606,4137.741142268176,86361.10429654509,1.7722938071181245,1
2025-03-17 00:00:00+00:00,82576.3359375,84725.328125,82492.15625,84075.6875,25092785558,0.0,0.0,82790.64921875,85111.3421875,,85747.14377015064,3590.9873564842396,94248.3515625,78532.0,44.47142679879975,-2619.3995109760435,-2809.871968935321,190.47245795927756,4001.7004803204495,86300.86440236407,-0.289266888242811,0
2025-03-18 00:00:00+00:00,84075.71875,84075.71875,81179.9921875,82718.5,24095774594,0.0,0.0,82447.03984375,85029.916015625,,85458.70150632676,3627.5083506561177,94248.3515625,78532.0,42.29893893183887,-2544.4452938610775,-2756.786633920473,212.3413400593954,3922.7023433332743,86221.48308804672,4.0328040281194655,1
2025-03-19 00:00:00+00:00,82718.8046875,87021.1875,82569.7265625,86854.2265625,34931960257,0.0,0.0,83072.35859375,85137.416015625,,85591.60865453373,3649.1414289353925,94248.3515625,78532.0,50.271190716258225,-2126.808443057482,-2630.790995747875,503.9825526903933,3960.4708143451835,86198.82858395728,0.7422638200987088,1
2025-03-20 00:00:00+00:00,86872.953125,87443.265625,83647.1953125,84167.1953125,29028988961,0.0,0.0,83635.878125,85127.125390625,,85455.9502410067,3651.6998246064863,94248.3515625,78532.0,45.8397491902478,-1989.7130221366242,-2502.575401025625,512.8623788890009,3948.727921356242,86171.20843120504,3.9261232362927916,1
2025-03-21 00:00:00+00:00,84164.5390625,84782.2734375,83171.0703125,84043.2421875,19030452299,0.0,0.0,83753.98125,85027.691796875,,85321.40661686321,3652.8412880468245,94248.3515625,78532.0,45.6398827774792,-1869.515286120164,-2375.963378044533,506.4480919243688,3781.7618644736535,86136.43155667301,3.4002027416132043,1
2025-03-22 00:00:00+00:00,84046.2578125,84513.875,83674.78125,83832.484375,9863214091,0.0,0.0,83764.99375,84506.8984375,,85179.60449859053,2942.476399243896,90623.5625,78532.0,45.278390147296555,-1770.8508422483428,-2254.940870885295,484.0900286369524,3571.5712848683925,86118.90904412192,3.9896434090380017,1
2025-03-23 00:00:00+00:00,83831.8984375,86094.78125,83794.9140625,86054.375,12594615537,0.0,0.0,84263.7609375,84506.33359375,,85262.91597491525,2942.162492767425,90623.5625,78532.0,49.79321604997761,-1496.1241672234319,-2103.177530152923,607.053362929491,3480.7352779135076,86110.54640476941,-1.9769204790575725,0
2025-03-24 00:00:00+00:00,86070.9296875,88758.7265625,85541.1953125,87498.9140625,34582604933,0.0,0.0,84616.7421875,84520.16953125,,85475.86817373284,2956.223469816136,90623.5625,78532.0,52.5350817400923,-1148.598736879445,-1912.2617714982273,763.6630346187824,3461.9349902054,86142.62923606166,-5.601587376843337,0
2025-03-25 00:00:00+00:00,87512.8203125,88542.3984375,86346.078125,87471.703125,30005840049,0.0,0.0,84929.6015625,84362.5765625,,85665.94769290114,2685.3336636195786,89961.7265625,78532.0,52.476944927759035,-865.4022068449267,-1702.8898585675674,837.4876517226407,3371.5339417978716,86173.45768293273,-5.8729617738879485,0
2025-03-26 00:00:00+00:00,87460.234375,88292.15625,85861.453125,86900.8828125,26704046038,0.0,0.0,85361.72109375,84209.534375,,85783.56056143437,2423.931131638457,87498.9140625,78532.0,51.1970125638525,-679.1979736914218,-1498.1514815923385,818.9535079009167,3304.3317405980238,86190.77607754096,-5.007968399342894,0
2025-03-27 00:00:00+00:00,86896.2578125,87786.7265625,85837.9375,87177.1015625,24413471941,0.0,0.0,85671.8625,84231.255859375,,85916.27875201205,2449.6362076669675,87498.9140625,78532.0,51.80952944706793,-503.5367742271046,-1299.228540119292,795.6917658921873,3207.5072635910224,86204.44906589104,-2.3032764929222296,0
2025-03-28 00:00:00+00:00,87185.234375,87489.859375,83557.640625,84353.1484375,34198619509,0.0,0.0,85835.32734375,84141.18359375,,85767.40919824899,2407.9583221906696,87498.9140625,78532.0,45.51943037048008,-585.444781493221,-1156.4717883940777,571.0270069008568,3259.2723697630922,86177.54203071848,-2.213832600905994,0
2025-03-29 00:00:00+00:00,84352.0703125,84567.3359375,81634.140625,82597.5859375,16969396135,0.0,0.0,85409.66328125,84241.0109375,,85465.52126865386,2292.065981389031,87498.9140625,78532.0,42.0976714517328,-782.9908580522024,-1081.7756023257027,298.78474427350034,3235.9811513871573,86137.58948218792,0.6116912277343154,1
2025-03-30 00:00:00+00:00,82596.984375,83505.0,81573.25,82334.5234375,14763760943,0.0,0.0,85226.39609375,84431.137109375,,85167.33099902017,1921.3029060112913,87498.9140625,81066.703125,41.593124638178494,-949.8254951505369,-1055.3855808906696,105.56008574013276,3142.8217834309316,86098.7236717549,1.8331086244103825,1
2025-03-31 00:00:00+00:00,82336.0625,83870.125,81293.890625,82548.9140625,29004228247,0.0,0.0,85076.96328125,84415.472265625,,84917.95795744681,1935.9890549263805,87498.9140625,81066.703125,42.20111179958576,-1052.6097849552025,-1054.8304217035761,2.220636748373636,3102.3512542572935,86026.76097241818,1.1579592819068163,1
2025-04-01 00:00:00+00:00,82551.921875,85487.3671875,82429.359375,85169.171875,28175650319,0.0,0.0,85210.63203125,84487.812890625,,84941.88309245187,1935.7578836291232,87498.9140625,81066.703125,49.16590815166249,-912.1198185918474,-1026.2883010812304,114.168482489383,3099.183865560344,85994.41193199673,-8.165733383209558,0
2025-04-02 00:00:00+00:00,85180.609375,88466.953125,82343.5390625,82485.7109375,47584398470,0.0,0.0,84853.765625,84558.76328125,,84707.96193483741,1826.6989804774416,87498.9140625,82334.5234375,43.398278371519275,-1005.7200642491516,-1022.1746537148148,16.45458946566316,3315.200308198891,85944.77043058303,-3.940530987800823,0
2025-04-03 00:00:00+00:00,82487.4765625,83909.296875,81282.1015625,83102.828125,36852112080,0.0,0.0,84414.15703125,84515.449609375,,84555.09204818623,1851.5182801588987,87498.9140625,82334.5234375,44.99629860413443,-1018.3636712256703,-1021.4124572169859,3.04878599131564,3266.057094220399,85868.39749838116,-8.219786443038096,0
2025-04-04 00:00:00+00:00,83100.25,84696.1484375,81670.75,83843.8046875,45157640207,0.0,0.0,84051.3671875,84490.484375,,84487.35039478754,1857.3214921612366,87498.9140625,82334.5234375,46.93358528048142,-957.5551056519907,-1008.6409869039869,51.08588125199617,3248.867190168942,85797.93341180902,-1.51454429725959,0
2025-04-05 00:00:00+00:00,83844.703125,84207.015625,82377.734375,83504.796875,14380803631,0.0,0.0,83711.75859375,84536.73984375,,84393.7738690935,1818.3402374287682,87498.9140625,82334.5234375,46.13300726364835,-926.044116462901,-992.1216128157697,66.0774963528687,3147.4681944425893,85775.96738795427,-4.644830471004005,0
2025-04-06 00:00:00+00:00,83504.5078125,83704.71875,77097.7421875,78214.484375,36294853736,0.0,0.0,82815.496875,84243.6796875,,83805.27010775126,2304.018491871538,87498.9140625,78214.484375,35.85468659066592,-1312.8220409847127,-1056.2616984495585,-256.5603425351542,3394.575935018119,85640.08265359663,6.636049069395914,1
2025-04-07 00:00:00+00:00,78221.3359375,81119.0625,74436.6796875,79235.3359375,91262424987,0.0,0.0,82303.715625,84069.521484375,,83370.03828201305,2544.4701180518873,87498.9140625,78214.484375,38.69316283055556,-1519.4567912113562,-1148.900717001918,-370.55607420943807,3629.4192834096816,85249.0470680965,7.6377204259897065,1
2025-04-08 00:00:00+00:00,79218.4765625,80823.890625,76198.0234375,76271.953125,48314590749,0.0,0.0,81671.15234375,83540.4078125,,82694.03017182133,2995.263803892039,87498.9140625,76271.953125,33.99103374294219,-1900.4295772440819,-1299.206489050351,-601.223088193731,3700.594133701847,85044.73372245299,9.719199697628039,1
2025-04-09 00:00:00+00:00,76273.5625,83541.0,74589.671875,82573.953125,84213627038,0.0,0.0,81695.0953125,83460.745703125,,82682.59426260025,2998.9011224520864,87498.9140625,76271.953125,48.362494037198964,-1674.5315654207807,-1374.271504324437,-300.26006109634363,4075.6465616517153,84826.266298403,2.3838479635584235,1
2025-04-10 00:00:00+00:00,82565.9765625,82700.9296875,78456.1328125,79626.140625,44718000633,0.0,0.0,81402.81796875,83239.890625,,82391.50343997165,3114.1789958260933,87498.9140625,76271.953125,43.582610168700036,-1713.616096722515,-1442.1404228040528,-271.47567391846223,4087.7287268908785,84718.75261528586,5.077291867679289,1
2025-04-11 00:00:00+00:00,79625.046875,84247.4765625,78936.3203125,83404.8359375,41656778779,0.0,0.0,81226.384375,83218.508203125,,82488.0112968791,3111.3628845446297,87498.9140625,76271.953125,50.355945840729916,-1423.2751080361486,-1438.367359850472,15.09225181432339,4175.116407112959,84664.59981096209,0.75419038108458,1
2025-04-12 00:00:00+00:00,83404.515625,85856.1875,82769.375,85287.109375,24258059104,0.0,0.0,81506.52421875,83180.144921875,84930.11578125,82754.59206622395,3079.11929034069,87498.9140625,76271.953125,53.359778505193866,-1029.4274482900073,-1356.579377538379,327.15192924837174,4097.380413747747,84664.26592008483,-0.4588728330318089,0
2025-04-13 00:00:00+00:00,85279.46875,86015.1875,83027.0078125,83684.9765625,28796984817,0.0,0.0,81564.7390625,82989.448046875,84672.26015625,82843.20011348835,2911.088769113179,87471.703125,76271.953125,50.55576765981718,-836.9314440924354,-1252.6497908491904,415.71834675675495,4018.1517904443367,84658.17176975546,0.9151321497091445,1
2025-04-14 00:00:00+00:00,83694.5234375,85785.0,83690.640625,84542.390625,34090769777,0.0,0.0,81634.59765625,82842.982421875,84437.62953125,83005.02778125137,2742.51416626312,87177.1015625,76271.953125,52.0092182278698,-608.1801031217765,-1123.7558533037077,515.5757501819312,3881.142622376884,84658.41565298908,0.6162866150912089,1
2025-04-15 00:00:00+00:00,84539.6953125,86429.3515625,83598.8203125,83668.9921875,28040322885,0.0,0.0,81651.0171875,82681.387890625,84282.6459375,83068.26248660838,2581.307051547408,87177.1015625,76271.953125,50.38446368685031,-491.7009494767117,-997.3448725383084,505.64392306159675,3806.098952921392,84657.15123927043,1.7991282799566108,1
